37,"Teddy","word","animals",0.4,0.51,0.58,0.64,0.64,0.78,0.76,0.79,0.82,0.89,0.89,0.92,0.94
38,"Katze","word","animals",0.26,0.38,0.49,0.53,0.69,0.74,0.76,0.8,0.89,0.84,0.9,0.92,0.97
39,"Löwe","word","animals",0.08,0.15,0.21,0.29,0.34,0.47,0.5,0.61,0.63,0.65,0.72,0.83,0.85
40,"Affe","word","animals",0.15,0.25,0.32,0.38,0.48,0.68,0.67,0.69,0.75,0.78,0.8,0.85,0.88
41,"Maus","word","animals",0.19,0.43,0.34,0.51,0.62,0.74,0.77,0.77,0.86,0.85,0.89,0.91,0.96
42,"Esel","word","animals",0.11,0.23,0.19,0.29,0.29,0.49,0.42,0.56,0.67,0.62,0.65,0.73,0.75
43,"Käfer","word","animals",0.09,0.08,0.16,0.29,0.29,0.37,0.41,0.46,0.55,0.61,0.7,0.73,0.71
44,"Schnecke","word","animals",0.09,0.14,0.16,0.26,0.34,0.48,0.48,0.59,0.65,0.65,0.71,0.83,0.87
45,"Maulwurf","word","animals",0.02,0.06,0.06,0.08,0.13,0.19,0.24,0.37,0.34,0.34,0.43,0.6,0.57
46,"Flugzeug","word","vehicles",0.14,0.24,0.32,0.47,0.49,0.6,0.57,0.72,0.77,0.8,0.8,0.88,0.92
47,"Fahrrad","word","vehicles",0.11,0.23,0.3,0.36,0.39,0.54,0.53,0.72,0.77,0.75,0.8,0.89,0.95
48,"Schiff","word","vehicles",0.09,0.16,0.24,0.29,0.42,0.57,0.52,0.66,0.76,0.69,0.77,0.81,0.92
49,"Bus","word","vehicles",0.22,0.38,0.45,0.53,0.68,0.78,0.75,0.82,0.83,0.84,0.86,0.96,0.97
50,"Bagger","word","vehicles",0.27,0.34,0.52,0.56,0.62,0.68,0.73,0.83,0.8,0.76,0.86,0.93,0.96
51,"Auto","word","vehicles",0.6,0.71,0.72,0.84,0.82,0.92,0.91,0.88,0.95,0.97,0.97,0.99,1
52,"Feuerwehr","word","vehicles",0.04,0.05,0.19,0.26,0.24,0.39,0.39,0.55,0.61,0.62,0.72,0.76,0.83
53,"Hubschrauber","word","vehicles",0.04,0.11,0.19,0.26,0.27,0.42,0.4,0.6,0.63,0.6,0.71,0.8,0.83
54,"Motorrad","word","vehicles",0.11,0.18,0.21,0.31,0.36,0.43,0.47,0.63,0.64,0.71,0.71,0.78,0.84
55,"Müllabfuhr","word","vehicles",0.05,0.09,0.08,0.17,0.16,0.26,0.33,0.47,0.48,0.49,0.57,0.65,0.69
56,"Trecker","word","vehicles",0.31,0.39,0.38,0.51,0.61,0.63,0.67,0.77,0.78,0.81,0.83,0.9,0.86
57,"Bahn","word","vehicles",0.15,0.28,0.3,0.38,0.41,0.66,0.65,0.74,0.77,0.76,0.85,0.9,0.9
58,"Dreirad","word","vehicles",0.07,0.15,0.25,0.27,0.28,0.41,0.42,0.6,0.62,0.57,0.69,0.75,0.84
59,"Lastwagen","word","vehicles",0.11,0.14,0.27,0.3,0.34,0.4,0.52,0.59,0.6,0.69,0.72,0.82,0.82
60,"Ball","word","toys",0.76,0.82,0.81,0.88,0.86,0.97,0.95,0.94,0.98,0.98,0.99,1,1
61,"Knete","word","toys",0.04,0.04,0.04,0.12,0.08,0.2,0.3,0.37,0.46,0.35,0.52,0.46,0.61
62,"Papier","word","toys",0.08,0.09,0.19,0.3,0.26,0.46,0.47,0.58,0.6,0.61,0.73,0.8,0.96
63,"Buch","word","toys",0.39,0.48,0.59,0.65,0.75,0.87,0.86,0.86,0.93,0.92,0.91,0.97,0.99
64,"Puppenwagen","word","toys",0.06,0.05,0.12,0.19,0.24,0.32,0.34,0.39,0.46,0.46,0.54,0.63,0.74
65,"Stift","word","toys",0.14,0.14,0.23,0.27,0.43,0.51,0.56,0.65,0.72,0.66,0.78,0.83,0.94
66,"Puppe","word","toys",0.36,0.57,0.55,0.55,0.65,0.79,0.74,0.82,0.87,0.85,0.81,0.9,0.95
67,"Spiel","word","toys",0.07,0.08,0.1,0.22,0.36,0.37,0.34,0.48,0.64,0.63,0.69,0.78,0.84
68,"Geschichte","word","toys",0.01,0.03,0.05,0.06,0.07,0.16,0.2,0.27,0.25,0.31,0.41,0.62,0.61
69,"Fußball","word","toys",0.08,0.09,0.14,0.31,0.22,0.42,0.42,0.57,0.64,0.63,0.76,0.83,0.81
70,"Luftballon","word","toys",0.12,0.25,0.3,0.38,0.38,0.48,0.57,0.66,0.79,0.7,0.84,0.91,0.85
71,"Geschenk","word","toys",0.02,0.03,0.05,0.13,0.14,0.27,0.36,0.52,0.59,0.54,0.62,0.76,0.89
72,"Puzzle","word","toys",0.06,0.1,0.12,0.19,0.25,0.34,0.46,0.48,0.57,0.57,0.68,0.74,0.82
73,"Spielzeug","word","toys",0.02,0.05,0.12,0.17,0.11,0.21,0.26,0.43,0.43,0.48,0.61,0.71,0.75
74,"Apfel","word","food_drink",0.4,0.52,0.5,0.62,0.68,0.84,0.79,0.81,0.9,0.87,0.92,0.98,0.98
75,"Pommes","word","food_drink",0.02,0.11,0.09,0.34,0.29,0.48,0.5,0.59,0.64,0.63,0.68,0.73,0.77
76,"Bohnen","word","food_drink",0.04,0.05,0.04,0.14,0.08,0.18,0.24,0.29,0.28,0.3,0.39,0.52,0.43
77,"Butter","word","food_drink",0.19,0.18,0.38,0.39,0.43,0.61,0.61,0.62,0.66,0.71,0.76,0.87,0.9
78,"Pudding","word","food_drink",0.05,0.09,0.15,0.25,0.24,0.33,0.36,0.51,0.49,0.58,0.54,0.72,0.8
79,"Müsli","word","food_drink",0.05,0.09,0.08,0.18,0.19,0.32,0.25,0.35,0.39,0.43,0.48,0.48,0.61
80,"Saft","word","food_drink",0.14,0.16,0.28,0.3,0.47,0.53,0.58,0.69,0.75,0.73,0.78,0.89,0.91
81,"Fleisch","word","food_drink",0.11,0.13,0.26,0.32,0.37,0.56,0.54,0.61,0.64,0.73,0.76,0.85,0.87
82,"Suppe","word","food_drink",0.06,0.09,0.15,0.22,0.24,0.42,0.48,0.58,0.58,0.61,0.74,0.82,0.84
83,"Nudeln","word","food_drink",0.21,0.32,0.4,0.45,0.58,0.75,0.7,0.74,0.87,0.82,0.87,0.94,0.95
84,"Orange/Apfelsine","word","food_drink",0.04,0.1,0.09,0.17,0.24,0.25,0.36,0.41,0.41,0.44,0.63,0.69,0.71
85,"Brötchen","word","food_drink",0.18,0.3,0.32,0.44,0.52,0.66,0.65,0.73,0.7,0.73,0.8,0.91,0.91
86,"Pfannkuchen","word","food_drink",0.02,0.03,0.04,0.09,0.11,0.2,0.22,0.29,0.45,0.36,0.46,0.51,0.68
87,"Fisch","word","food_drink",0.15,0.16,0.22,0.39,0.43,0.56,0.55,0.65,0.71,0.66,0.8,0.85,0.83
88,"Spaghetti","word","food_drink",0.01,0.04,0.05,0.12,0.09,0.17,0.2,0.36,0.39,0.46,0.54,0.69,0.63
89,"Essen","word","food_drink",0.24,0.34,0.36,0.45,0.57,0.69,0.73,0.74,0.84,0.83,0.86,0.91,0.95
90,"Banane","word","food_drink",0.53,0.65,0.62,0.68,0.71,0.8,0.86,0.87,0.85,0.87,0.92,0.97,0.97
91,"Kartoffeln","word","food_drink",0.09,0.16,0.23,0.35,0.4,0.54,0.62,0.64,0.73,0.74,0.78,0.88,0.94
92,"Kuchen","word","food_drink",0.16,0.25,0.31,0.34,0.55,0.66,0.66,0.75,0.78,0.74,0.84,0.9,0.95
93,"Bonbon","word","food_drink",0.11,0.25,0.27,0.4,0.45,0.55,0.6,0.77,0.74,0.78,0.77,0.9,0.92
94,"Tee","word","food_drink",0.32,0.37,0.51,0.49,0.53,0.71,0.71,0.76,0.74,0.74,0.83,0.93,0.9
95,"Butterbrot","word","food_drink",0.05,0.08,0.14,0.12,0.24,0.29,0.29,0.32,0.34,0.4,0.44,0.52,0.61
96,"Soße","word","food_drink",0.06,0.06,0.09,0.21,0.23,0.35,0.4,0.46,0.51,0.6,0.69,0.74,0.72
97,"Schokolade","word","food_drink",0.06,0.23,0.23,0.39,0.4,0.49,0.6,0.75,0.78,0.75,0.84,0.88,0.95
98,"Kaffee","word","food_drink",0.13,0.18,0.19,0.31,0.37,0.59,0.52,0.62,0.68,0.65,0.8,0.84,0.87
99,"Erdbeere","word","food_drink",0.04,0.14,0.1,0.17,0.29,0.34,0.44,0.59,0.61,0.57,0.69,0.83,0.86
100,"Toast","word","food_drink",0.07,0.1,0.08,0.25,0.23,0.41,0.39,0.49,0.57,0.52,0.65,0.71,0.74
101,"Wasser","word","food_drink",0.27,0.32,0.45,0.57,0.56,0.75,0.74,0.8,0.87,0.78,0.89,0.97,0.99
102,"Joghurt","word","food_drink",0.22,0.22,0.29,0.43,0.52,0.71,0.59,0.69,0.73,0.75,0.87,0.88,0.94
103,"Marmelade","word","food_drink",0.06,0.14,0.19,0.32,0.38,0.48,0.48,0.64,0.57,0.7,0.73,0.8,0.89
104,"Pizza","word","food_drink",0.05,0.14,0.18,0.3,0.29,0.51,0.49,0.63,0.63,0.65,0.76,0.83,0.82
105,"Weintrauben","word","food_drink",0.07,0.11,0.15,0.19,0.25,0.37,0.38,0.55,0.54,0.47,0.56,0.69,0.78
106,"Brot","word","food_drink",0.28,0.44,0.41,0.53,0.65,0.78,0.73,0.81,0.85,0.84,0.88,0.97,0.95
107,"Eis","word","food_drink",0.24,0.52,0.65,0.68,0.73,0.83,0.84,0.88,0.95,0.94,0.95,0.99,0.96
108,"Möhre","word","food_drink",0.11,0.13,0.17,0.3,0.36,0.45,0.45,0.53,0.59,0.55,0.69,0.88,0.83
109,"Salz","word","food_drink",0.04,0.11,0.09,0.23,0.21,0.39,0.4,0.47,0.6,0.51,0.68,0.72,0.78
110,"Käse","word","food_drink",0.26,0.32,0.39,0.52,0.58,0.77,0.74,0.74,0.76,0.78,0.87,0.94,0.95
111,"Zucker","word","food_drink",0.05,0.13,0.08,0.19,0.21,0.35,0.38,0.51,0.54,0.6,0.69,0.78,0.83
112,"Melone","word","food_drink",0.02,0.1,0.03,0.16,0.12,0.23,0.21,0.32,0.35,0.39,0.39,0.54,0.58
113,"Milch","word","food_drink",0.29,0.46,0.48,0.6,0.68,0.82,0.79,0.82,0.88,0.9,0.9,0.98,0.99
114,"Keks","word","food_drink",0.34,0.48,0.56,0.58,0.67,0.79,0.8,0.83,0.86,0.84,0.89,0.97,0.99
115,"Nüsse","word","food_drink",0.02,0.06,0.09,0.14,0.23,0.21,0.21,0.39,0.28,0.42,0.44,0.57,0.59
116,"Honig","word","food_drink",0.04,0.13,0.12,0.19,0.16,0.4,0.4,0.54,0.43,0.51,0.61,0.76,0.75
117,"Zwieback","word","food_drink",0.05,0.05,0.09,0.12,0.08,0.24,0.27,0.39,0.3,0.31,0.49,0.58,0.56
118,"Eier","word","food_drink",0.36,0.58,0.67,0.7,0.74,0.81,0.91,0.87,0.96,0.94,0.92,0.98,0.98
119,"Bier","word","food_drink",0.06,0.16,0.16,0.3,0.24,0.36,0.37,0.45,0.52,0.46,0.46,0.66,0.68
120,"Gummibärchen","word","food_drink",0.04,0.04,0.05,0.13,0.22,0.31,0.35,0.56,0.53,0.49,0.62,0.73,0.84
121,"Spinat","word","food_drink",0.04,0.05,0.06,0.16,0.14,0.23,0.26,0.38,0.36,0.4,0.48,0.61,0.62
122,"Birne","word","food_drink",0.08,0.16,0.2,0.34,0.35,0.47,0.47,0.52,0.57,0.6,0.67,0.76,0.82
123,"Kakao","word","food_drink",0.09,0.16,0.18,0.31,0.36,0.41,0.52,0.57,0.67,0.65,0.71,0.79,0.85
124,"Tomate","word","food_drink",0.09,0.33,0.26,0.32,0.42,0.58,0.59,0.66,0.73,0.72,0.74,0.88,0.84
125,"Fischstäbchen","word","food_drink",0,0.01,0.03,0.1,0.05,0.12,0.2,0.24,0.28,0.37,0.45,0.48,0.51
126,"Nachtisch","word","food_drink",0.06,0.06,0.05,0.12,0.16,0.18,0.25,0.23,0.21,0.38,0.45,0.53,0.61
127,"Wurst","word","food_drink",0.21,0.27,0.4,0.45,0.64,0.77,0.67,0.82,0.79,0.84,0.85,0.93,0.96
128,"Jacke","word","clothing",0.24,0.41,0.39,0.48,0.61,0.72,0.72,0.76,0.86,0.83,0.89,0.93,0.97
129,"Stiefel","word","clothing",0.08,0.11,0.15,0.22,0.21,0.42,0.36,0.54,0.58,0.53,0.67,0.78,0.87
130,"Pullover","word","clothing",0.14,0.23,0.25,0.32,0.43,0.53,0.58,0.59,0.72,0.67,0.78,0.88,0.88
131,"Strumpfhose","word","clothing",0.02,0.06,0.06,0.13,0.21,0.28,0.3,0.4,0.42,0.4,0.52,0.63,0.74
132,"Unterhose","word","clothing",0.02,0.03,0.02,0.05,0.07,0.16,0.17,0.24,0.3,0.33,0.54,0.63,0.69
133,"Handschuhe","word","clothing",0.06,0.11,0.15,0.22,0.26,0.34,0.39,0.49,0.62,0.54,0.68,0.76,0.89
134,"Mütze","word","clothing",0.22,0.38,0.33,0.48,0.64,0.76,0.68,0.79,0.78,0.73,0.86,0.89,0.97
135,"Hausschuhe","word","clothing",0.11,0.2,0.2,0.31,0.4,0.52,0.54,0.58,0.66,0.62,0.72,0.84,0.88
136,"Lätzchen","word","clothing",0.12,0.22,0.18,0.32,0.38,0.48,0.52,0.58,0.54,0.61,0.67,0.72,0.85
137,"Socken","word","clothing",0.21,0.32,0.23,0.43,0.48,0.65,0.62,0.74,0.78,0.74,0.89,0.91,0.95
138,"Mantel","word","clothing",0.01,0.04,0.04,0.08,0.06,0.13,0.15,0.17,0.21,0.28,0.33,0.46,0.47
139,"Windel","word","clothing",0.14,0.22,0.22,0.43,0.45,0.62,0.65,0.69,0.73,0.73,0.81,0.92,0.96
140,"Kleid","word","clothing",0.04,0.05,0.06,0.19,0.15,0.22,0.3,0.32,0.45,0.46,0.47,0.61,0.69
141,"Schuh","word","clothing",0.45,0.58,0.52,0.68,0.67,0.84,0.78,0.87,0.93,0.89,0.92,0.98,0.98
142,"Schneeanzug","word","clothing",0.01,0.03,0,0.04,0,0.09,0.15,0.18,0.22,0.29,0.34,0.39,0.47
143,"Jeans","word","clothing",0.02,0.04,0.04,0.12,0.11,0.16,0.17,0.25,0.39,0.36,0.46,0.57,0.55
144,"Hose","word","clothing",0.26,0.46,0.39,0.53,0.63,0.81,0.72,0.81,0.84,0.82,0.89,0.93,0.98
145,"Schal","word","clothing",0.11,0.08,0.18,0.21,0.31,0.4,0.42,0.43,0.58,0.58,0.68,0.81,0.83
146,"Hemd","word","clothing",0.04,0.03,0.06,0.1,0.17,0.22,0.32,0.35,0.42,0.39,0.55,0.65,0.74
147,"Schlafanzug","word","clothing",0.04,0.09,0.15,0.21,0.23,0.43,0.43,0.55,0.66,0.57,0.75,0.87,0.88
148,"Tshirt","word","clothing",0.06,0.08,0.1,0.22,0.15,0.42,0.4,0.49,0.55,0.49,0.68,0.73,0.84
149,"Füße","word","body_parts",0.27,0.43,0.47,0.51,0.59,0.83,0.75,0.76,0.88,0.83,0.87,0.93,0.99
150,"Finger","word","body_parts",0.13,0.18,0.18,0.36,0.4,0.59,0.64,0.72,0.77,0.75,0.83,0.9,0.91
151,"Haare","word","body_parts",0.26,0.34,0.45,0.56,0.6,0.81,0.8,0.77,0.86,0.87,0.85,0.96,0.99
152,"Schulter","word","body_parts",0,0.03,0.03,0.09,0.08,0.15,0.17,0.24,0.29,0.27,0.38,0.46,0.54
153,"Zahn","word","body_parts",0.14,0.23,0.3,0.43,0.45,0.65,0.65,0.68,0.83,0.72,0.85,0.87,0.97
154,"Zeh","word","body_parts",0.09,0.14,0.14,0.25,0.32,0.35,0.41,0.51,0.55,0.52,0.55,0.72,0.76
155,"Auge","word","body_parts",0.35,0.49,0.47,0.56,0.62,0.87,0.75,0.79,0.9,0.88,0.89,0.94,0.98
156,"Gesicht","word","body_parts",0.04,0.03,0.09,0.17,0.16,0.29,0.3,0.42,0.5,0.51,0.58,0.71,0.8
157,"Bein","word","body_parts",0.22,0.35,0.34,0.52,0.58,0.72,0.73,0.78,0.82,0.87,0.85,0.94,0.99
158,"Nase","word","body_parts",0.36,0.51,0.56,0.56,0.65,0.85,0.8,0.81,0.87,0.88,0.88,0.99,0.97
159,"Penis","word","body_parts",0.11,0.15,0.16,0.21,0.26,0.39,0.39,0.55,0.55,0.45,0.59,0.61,0.73
160,"Bauchnabel","word","body_parts",0.06,0.11,0.14,0.22,0.2,0.35,0.39,0.45,0.54,0.52,0.54,0.75,0.83
161,"Wange","word","body_parts",0.04,0.08,0.11,0.19,0.07,0.28,0.31,0.42,0.45,0.48,0.45,0.61,0.68
162,"Kinn","word","body_parts",0.04,0.08,0.06,0.18,0.11,0.31,0.25,0.36,0.43,0.38,0.49,0.62,0.69
163,"Ohr","word","body_parts",0.34,0.47,0.51,0.61,0.66,0.85,0.77,0.81,0.89,0.85,0.91,0.97,0.99
164,"Lippen","word","body_parts",0.02,0.04,0.01,0.16,0.11,0.28,0.27,0.38,0.47,0.43,0.45,0.61,0.76
165,"Mund","word","body_parts",0.29,0.43,0.45,0.55,0.63,0.81,0.75,0.77,0.89,0.88,0.88,0.93,0.98
166,"Arm","word","body_parts",0.28,0.42,0.43,0.58,0.63,0.76,0.78,0.78,0.87,0.87,0.89,0.96,0.99
167,"Popo","word","body_parts",0.39,0.51,0.64,0.68,0.72,0.87,0.87,0.86,0.92,0.97,0.89,0.99,0.99
168,"Hand","word","body_parts",0.21,0.3,0.33,0.45,0.55,0.69,0.7,0.76,0.86,0.85,0.88,0.97,0.99
169,"Kopf","word","body_parts",0.11,0.24,0.21,0.36,0.51,0.68,0.67,0.71,0.8,0.8,0.83,0.89,0.97
170,"Knie","word","body_parts",0.08,0.16,0.17,0.25,0.35,0.51,0.45,0.58,0.58,0.56,0.67,0.78,0.83
171,"Zunge","word","body_parts",0.06,0.15,0.1,0.21,0.22,0.43,0.49,0.53,0.63,0.56,0.65,0.75,0.8
172,"Bauch","word","body_parts",0.29,0.46,0.46,0.56,0.69,0.77,0.75,0.82,0.86,0.89,0.92,0.96,0.99
173,"Scheide","word","body_parts",0.07,0.05,0.1,0.19,0.12,0.23,0.22,0.26,0.36,0.3,0.39,0.49,0.53
174,"Korb","word","household",0.02,0.06,0.09,0.18,0.2,0.28,0.33,0.43,0.45,0.48,0.52,0.69,0.72
175,"Decke","word","household",0.13,0.24,0.26,0.45,0.49,0.57,0.63,0.76,0.78,0.74,0.8,0.91,0.95
176,"Radio","word","household",0.09,0.14,0.1,0.18,0.24,0.37,0.3,0.37,0.37,0.39,0.61,0.71,0.8
177,"Schlüssel","word","household",0.26,0.28,0.35,0.42,0.53,0.75,0.68,0.71,0.78,0.72,0.84,0.92,0.95
178,"Messer","word","household",0.14,0.24,0.25,0.4,0.52,0.68,0.73,0.74,0.83,0.73,0.86,0.92,0.95
179,"Lampe","word","household",0.21,0.29,0.29,0.36,0.35,0.56,0.56,0.66,0.64,0.7,0.83,0.85,0.89
180,"Licht","word","household",0.21,0.27,0.27,0.48,0.49,0.71,0.52,0.76,0.75,0.85,0.8,0.91,0.96
181,"Telefon","word","household",0.15,0.22,0.23,0.44,0.35,0.61,0.6,0.67,0.75,0.74,0.83,0.9,0.94
182,"Zahnbürste","word","household",0.06,0.16,0.16,0.29,0.34,0.53,0.49,0.62,0.71,0.66,0.74,0.85,0.94
183,"Handtuch","word","household",0.06,0.1,0.17,0.26,0.29,0.47,0.5,0.59,0.67,0.65,0.77,0.82,0.92
184,"Müll","word","household",0.2,0.32,0.43,0.45,0.52,0.69,0.67,0.77,0.83,0.81,0.85,0.89,0.91
185,"Tablett","word","household",0,0.01,0.01,0.05,0.03,0.06,0.07,0.09,0.11,0.16,0.2,0.38,0.4
186,"Becher","word","household",0.14,0.2,0.27,0.29,0.41,0.62,0.56,0.68,0.75,0.72,0.78,0.89,0.95
187,"Topf","word","household",0.07,0.15,0.16,0.29,0.25,0.43,0.49,0.59,0.63,0.58,0.75,0.85,0.91
188,"Bild","word","household",0.09,0.19,0.2,0.25,0.29,0.43,0.44,0.61,0.58,0.61,0.75,0.85,0.92
189,"Pflanze","word","household",0.04,0.04,0.06,0.01,0.11,0.15,0.16,0.24,0.17,0.28,0.34,0.47,0.46
190,"Glas","word","household",0.11,0.11,0.12,0.23,0.26,0.47,0.5,0.55,0.65,0.65,0.82,0.83,0.9
191,"Hammer","word","household",0.04,0.14,0.2,0.34,0.25,0.49,0.5,0.61,0.63,0.62,0.73,0.76,0.83
192,"Schere","word","household",0.07,0.11,0.17,0.25,0.25,0.43,0.43,0.58,0.68,0.64,0.8,0.81,0.9
193,"Seife","word","household",0.07,0.09,0.15,0.25,0.26,0.4,0.43,0.55,0.59,0.67,0.74,0.79,0.88
194,"Löffel","word","household",0.19,0.38,0.27,0.51,0.47,0.72,0.71,0.75,0.82,0.82,0.86,0.89,0.96
195,"Medizin","word","household",0.02,0.05,0.04,0.13,0.08,0.19,0.24,0.33,0.35,0.39,0.4,0.57,0.69
196,"Kamera","word","household",0.01,0.01,0.06,0.04,0.03,0.12,0.17,0.29,0.28,0.27,0.41,0.57,0.47
197,"Uhr","word","household",0.28,0.41,0.48,0.49,0.6,0.75,0.67,0.79,0.89,0.79,0.84,0.9,0.97
198,"Kamm","word","household",0.06,0.1,0.11,0.23,0.22,0.28,0.39,0.46,0.51,0.52,0.53,0.71,0.69
199,"Tasse","word","household",0.15,0.3,0.26,0.36,0.44,0.66,0.61,0.71,0.72,0.66,0.82,0.9,0.91
200,"Deckel","word","household",0.16,0.22,0.24,0.31,0.31,0.46,0.48,0.61,0.58,0.56,0.67,0.76,0.87
201,"Waschpulver","word","household",0.01,0,0.01,0.03,0.06,0.06,0.09,0.17,0.22,0.2,0.23,0.43,0.4
202,"Staubsauger","word","household",0.07,0.14,0.2,0.25,0.31,0.46,0.46,0.62,0.72,0.58,0.74,0.84,0.89
203,"Teller","word","household",0.15,0.27,0.3,0.47,0.47,0.71,0.6,0.73,0.79,0.83,0.87,0.93,0.97
204,"Flasche","word","household",0.09,0.22,0.25,0.29,0.41,0.55,0.59,0.63,0.77,0.72,0.76,0.82,0.92
205,"Dose","word","household",0.06,0.09,0.12,0.17,0.15,0.37,0.35,0.44,0.41,0.37,0.52,0.71,0.74
206,"Schüssel","word","household",0.08,0.03,0.11,0.17,0.16,0.38,0.31,0.43,0.46,0.38,0.58,0.7,0.71
207,"Besen","word","household",0.09,0.14,0.21,0.3,0.35,0.48,0.47,0.62,0.67,0.62,0.76,0.82,0.91
208,"Bürste","word","household",0.12,0.1,0.18,0.26,0.25,0.47,0.4,0.47,0.58,0.63,0.59,0.8,0.83
209,"Eimer","word","household",0.14,0.28,0.29,0.38,0.34,0.62,0.53,0.65,0.75,0.71,0.82,0.9,0.95
210,"Nagel","word","household",0.01,0.05,0.04,0.14,0.12,0.21,0.21,0.27,0.37,0.34,0.46,0.62,0.67
211,"Serviette","word","household",0,0.01,0.02,0.05,0.07,0.09,0.13,0.13,0.22,0.22,0.3,0.34,0.38
